year,sale_date,price,description_of_property,property_size_description,formatted_address,latitude,longitude,geo_county
2012,2012-12-21,205000,Second-Hand,>=38<125,"Crosforge, Saggart, Co. Dublin, Ireland",53.280353,-6.4478643,South Dublin
2012,2012-06-20,148000,Second-Hand,<38,"15 Latchford Pl, Castaheany, Clonee, Co. Dublin, D15 RKC9, Ireland",53.3991902,-6.4327933,Fingal
2012,2012-12-12,281938,Second-Hand,>=38<125,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,2012-08-28,281938,Second-Hand,>=38<125,"15 The Walk, Robswalls, Malahide, Co. Dublin, K36 K858, Ireland",53.444808,-6.1364141,Fingal
2012,2012-12-20,154185,Second-Hand,>=38<125,"151 Adamstown Ave, Finnstown, Lucan, Co. Dublin, Ireland",53.3374515,-6.4634538,South Dublin
2012,2012-08-27,160025,New,<38,"Crosbie's Yard, 64 Ossory Rd, East Wall, Dublin, Ireland",53.3554387,-6.2411408,Dublin City
2012,2012-07-10,230000,Second-Hand,>=38<125,"151 Richmond Rd, Drumcondra, Dublin, Ireland",53.3658636,-6.247939,Dublin City
2012,2012-05-18,132158,New,>125,"151 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 KX20, Ireland",53.4052645,-6.2846081,Dublin City
2012,2012-10-31,220000,Second-Hand,>=38<125,"151 Richmond Rd, Drumcondra, Dublin, Ireland",53.3658636,-6.247939,Dublin City
2012,2012-11-30,81498,Second-Hand,>=38<125,"Crosbie's Yard, 64 Ossory Rd, East Wall, Dublin, Ireland",53.3554387,-6.2411408,Dublin City
2012,2012-03-27,83700,Second-Hand,>=38<125,"155 Rockview, Sandyford, Dublin, Ireland",53.2697016,-6.2409168,DLR
2012,2012-03-27,83700,Second-Hand,>=38<125,"156 Rockview, Sandyford, Dublin, Ireland",53.2697016,-6.2409168,DLR
2012,2012-02-13,92511,New,>=38<125,"158 Rockview, Sandyford, Dublin, Ireland",53.2697016,-6.2409168,DLR
2012,2012-05-28,233225,Second-Hand,>=38<125,"Wyckham Point, Wyckham Way, Balally, Dublin 16, D16 P640, Ireland",53.2804439,-6.2433444,DLR
2012,2012-03-27,83700,Second-Hand,>=38<125,"159 Rockview, Sandyford, Dublin, Ireland",53.2697016,-6.2409168,DLR
2012,2012-02-29,113821,Second-Hand,>=38<125,"Turvey Ave, Donabate, Co. Dublin, Ireland",53.4909271,-6.1747357,Fingal
2012,2012-08-28,290749,Second-Hand,>=38<125,"16 Aubrey Grove, Shankill, Dublin 18, D18 P920, Ireland",53.230807,-6.121075,DLR
2012,2012-10-30,259912,Second-Hand,>=38<125,"Beverton Wood, Beaverstown, Donabate, Co. Dublin, Ireland",53.4908849,-6.159376,Fingal
2012,2012-06-27,180000,Second-Hand,>=38<125,"16 Castlegate Grove, Adamstown Castle, Lucan, Co. Dublin, K78 YX01, Ireland",53.3390065,-6.4560846,South Dublin
2012,2012-12-24,167401,Second-Hand,>=38<125,"16 Chapel Cres, Riverston Abbey, Dublin 7, D07 PE83, Ireland",53.3723253,-6.3103945,Dublin City
2012,2012-12-18,225889,Second-Hand,>=38<125,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,2012-10-09,275990,Second-Hand,>=38<125,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,2012-12-07,670375,New,>125,"16 Seamount Abbey, Malahide, Co. Dublin, K36 FX49, Ireland",53.4429415,-6.1483763,Fingal
2012,2012-11-30,132114,Second-Hand,>=38<125,"16 Slade Castle Wood, Moneyatta Commons, Saggart, Co. Dublin, D24 HN27, Ireland",53.2785683,-6.4470117,South Dublin
2012,2012-03-05,220264,Second-Hand,>=38<125,"16 The Blvd Cruise Park, Tyrrelstown, Dublin, Ireland",53.4197534,-6.3918154,Fingal
2012,2012-12-14,120000,Second-Hand,>=38<125,"Ratoath Rd, Ashtown, Dublin 7, Ireland",53.376394,-6.3090148,Dublin City
2012,2012-04-27,242290,Second-Hand,>=38<125,"Booterstown Wood, Booterstown Ave, Merrion, Blackrock, Co. Dublin, Ireland",53.2992523,-6.204387,DLR
2012,2012-11-07,525000,Second-Hand,>=38<125,"17 Wainsfort Manor Dr, College Square, Terenure, Dublin 6W, Co. Dublin, D6W Y957, Ireland",53.3067014,-6.3093391,South Dublin
2012,2012-12-07,244800,Second-Hand,>=38<125,"Crosforge, Saggart, Co. Dublin, Ireland",53.280353,-6.4478643,South Dublin
2012,2012-05-15,160352,Second-Hand,>=38<125,"17 Herberton Walk, Rialto, Dublin 8, D08 X9C4, Ireland",53.3371358,-6.2917353,Dublin City
2012,2012-11-02,132115,Second-Hand,>=38<125,"17 Slade Castle Ave, Moneyatta Commons, Saggart, Co. Dublin, D24 H275, Ireland",53.2785186,-6.4458675,South Dublin
2012,2012-12-19,255000,Second-Hand,>=38<125,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,2012-02-02,528635,Second-Hand,>125,"17 The View, Robswalls, Malahide, Co. Dublin, K36 ED34, Ireland",53.4443252,-6.1386352,Fingal
2012,2012-09-29,205000,Second-Hand,>=38<125,"Crosbie's Yard, 64 Ossory Rd, East Wall, Dublin, Ireland",53.3554387,-6.2411408,Dublin City
2012,2012-05-30,925110,Second-Hand,>125,"Bloomfield Ave, Dublin 4, Ireland",53.3260726,-6.2449339,Dublin City
2012,2012-11-08,185000,Second-Hand,<38,"177 St Margaret's Rd, Hampton Wood, Dublin 11, D11 P2Y8, Ireland",53.4059532,-6.2850355,Dublin City
2012,2012-11-16,176211,Second-Hand,>=38<125,"179 St Margaret's Rd, Hampton Wood, Dublin 11, D11 X7YF, Ireland",53.4059436,-6.2849032,Dublin City
2012,2012-08-29,165000,Second-Hand,>=38<125,"Royal Canal Bank, Dublin, Ireland",53.3577029,-6.2722158,Dublin City
2012,2012-12-19,104340,Second-Hand,<38,"2, Castlegate House, Adamstown Ave, Adamstown Castle, Lucan, Co. Dublin, Ireland",53.3375978,-6.4620437,South Dublin
2012,2012-06-01,92511,Second-Hand,>125,"18 Alderwood, Hollystown, Dublin 15, D15 T935, Ireland",53.4343494,-6.3773151,Fingal
2012,2012-11-22,110576,Second-Hand,>125,"18 Heathfield Terrace, Heathfield View, Kildonan, Baile Ãtha Cliath 11, D11 X3HX, Ireland",53.3958428,-6.3207272,Fingal
2012,2012-11-27,229074,Second-Hand,>=38<125,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,2012-12-14,117500,Second-Hand,<38,"Stocking Well Row, Ballycullen, Dublin, Ireland",53.2727917,-6.3193542,South Dublin
