year,postal_code,price,property_size_description,formatted_address,latitude,longitude,geo_county
2016,,259867.84,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,294950,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,273127.75,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,Dublin 14,418502,greater than or equal to 125 sq metres,"Hazelbrook Square, Whitehall Rd, Whitehall, Dublin 14, Ireland",53.2932792,-6.2670409,Dn Laoghaire-Rathdown
2016,,361233.48,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Usher Ln, Brackenstown, Co. Dublin, Ireland",53.4545778,-6.2643492,Fingal
2016,,317180.6,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Dalriada Ave, Ballycullen, Dublin 16, D16 XE82, Ireland",53.2716889,-6.3256512,South Dublin
2016,Dublin 16,317180,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Dalriada Ave, Ballycullen, Dublin 16, D16 XE82, Ireland",53.2716889,-6.3256512,South Dublin
2016,,281938.32,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Parkside Mews, Balgriffin, Dublin, Ireland",53.4063878,-6.1662688,Dublin City
2016,Dublin 11,127800,less than 38 sq metres,"141 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 R990, Ireland",53.4044844,-6.2857517,Dublin City
2016,,224670,greater than or equal to 38 sq metres and less than 125 sq metres,"145 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 X3T1, Ireland",53.4050736,-6.2853551,Dublin City
2016,Dublin 11,127753,greater than or equal to 38 sq metres and less than 125 sq metres,"147 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 RX22, Ireland",53.4044538,-6.285371,Dublin City
2016,Dublin 14,286343.61,greater than or equal to 38 sq metres and less than 125 sq metres,"147 Charleville Square, Templeogue Village, Dublin, Ireland",53.2960616,-6.2953056,South Dublin
2016,Dublin 3,237000,less than 38 sq metres,"14 Victoria Villas, Clontarf West, Dublin 3, D03 CH61, Ireland",53.3661344,-6.2274577,Dublin City
2016,Dublin 15,387665.19,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Castleknock Ave, Blanchardstown, Dublin 15, D15 K440, Ireland",53.3783733,-6.3728901,Fingal
2016,Dublin 20,191000,greater than or equal to 38 sq metres and less than 125 sq metres,"Ashley Hall St Edmunds, Lucan, Co. Dublin, Ireland",53.3550785,-6.4066349,South Dublin
2016,,352422.9,greater than 125 sq metres,"Atkinson Dr, Sandyford, Dublin, Co. Dublin, Ireland",53.2648349,-6.221939,Dn Laoghaire-Rathdown
2016,Dublin 15,254967,less than 38 sq metres,"Barnwell Rd, Dublin 15, Ireland",53.3914875,-6.4451498,Fingal
2016,,361233.48,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,Dublin 18,348018,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,Dublin 13,242291,greater than or equal to 38 sq metres and less than 125 sq metres,"Belltree Walk, Grange, Dublin, Ireland",53.4059821,-6.1563794,Dublin City
2016,Dublin 13,242291,greater than or equal to 38 sq metres and less than 125 sq metres,"Belltree Walk, Grange, Dublin, Ireland",53.4059821,-6.1563794,Dublin City
2016,Dublin 13,242291,greater than or equal to 38 sq metres and less than 125 sq metres,"Belltree Walk, Grange, Dublin, Ireland",53.4059821,-6.1563794,Dublin City
2016,Dublin 13,242291,greater than or equal to 38 sq metres and less than 125 sq metres,"Belltree Walk, Grange, Dublin, Ireland",53.4059821,-6.1563794,Dublin City
2016,,348018,greater than or equal to 38 sq metres and less than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,,304960,greater than or equal to 38 sq metres and less than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,,524229.08,greater than or equal to 125 sq metres,"Blackberry Hill, Glenamuck Rd, Dublin 18, Ireland",53.2510443,-6.1765762,Dn Laoghaire-Rathdown
2016,,647577.08,greater than 125 sq metres,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",53.372572,-6.3770713,Fingal
2016,Dublin 15,390000,greater than or equal to 38 sq metres and less than 125 sq metres,"Royal Canal Park, Dublin, Co. Dublin, Ireland",53.3770924,-6.3179312,Dublin City
2016,Dublin 15,255507,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Castlegrange Ave, Castaheany, Dublin, Ireland",53.3993763,-6.4303915,Fingal
2016,Dublin 16,303964.76,greater than or equal to 38 sq metres and less than 125 sq metres,"5, Dalriada Hall, Dalriada Ct, Ballycullen, Dublin 16, Ireland",53.271796,-6.3287365,South Dublin
2016,,343611,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Dalriada Ave, Ballycullen, Dublin 16, D16 KA43, Ireland",53.2717141,-6.3257821,South Dublin
2016,Dublin 16,280487,less than 38 sq metres,"15 Dalriada Ave, Ballycullen, Dublin 16, D16 KA43, Ireland",53.2717141,-6.3257821,South Dublin
2016,Dublin 15,361234,greater than or equal to 38 sq metres and less than 125 sq metres,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",53.3702678,-6.3842596,Fingal
2016,Dublin 15,451219.51,less than 38 sq metres,"Porterstown, Castleknock Golf Club, Co. Dublin, Ireland",53.3670659,-6.3855459,Fingal
2016,Dublin 15,431718,greater than 125 sq metres,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",53.3702678,-6.3842596,Fingal
2016,Dublin 24,242290,less than 38 sq metres,"15 Deerpark Pl, Kiltipper, Dublin 24, Ireland",53.2692489,-6.3752745,South Dublin
2016,Dublin 15,546255,greater than or equal to 38 sq metres and less than 125 sq metres,"Castleknock Rd, Dublin, Ireland",53.3709359,-6.340657,Fingal
2016,,210000,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Fforster Dr, Ballydowd Manor, Lucan, Co. Dublin, K78 W295, Ireland",53.349823,-6.4260706,South Dublin
2016,,352422,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Brackenstown Rd, Swords, Co. Dublin, Ireland",53.4577193,-6.2328858,Fingal
2016,,176167,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Hampton Cove, Kilsough North, Balbriggan, Co. Dublin, K32 X085, Ireland",53.6036871,-6.1677654,Fingal
2016,,185022,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Hampton Cove, Kilsough North, Balbriggan, Co. Dublin, K32 X085, Ireland",53.6036871,-6.1677654,Fingal
2016,,484581,greater than 125 sq metres,"15 Kinsealy Ln, Kinsealy, Co. Dublin, Ireland",53.4303207,-6.1680789,Fingal
2016,Dublin 15,255506.6,greater than 125 sq metres,"Tyrrelstown Way, Cruiserath, Tyrrelstown, Co. Dublin, Ireland",53.4198555,-6.3828944,Fingal
2016,Dublin 16,229074.89,greater than or equal to 38 sq metres and less than 125 sq metres,"Owendoher Lodge, Ballyboden Rd, Rathfarnham, Dublin 16, Ireland",53.2842769,-6.2967525,South Dublin
2016,Dublin 15,321585.9,greater than 125 sq metres,"Phelan Ave, Ashtown, Dublin, Ireland",53.3766161,-6.3166766,Dublin City
2016,Dublin 17,286344,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Parkside Mews, Balgriffin, Dublin, Ireland",53.4063878,-6.1662688,Dublin City
2016,,281937,greater than or equal to 125 sq metres,"13 Parkside Mews, Balgriffin, Dublin, Ireland",53.4063878,-6.1662688,Dublin City
2016,,263436,greater than 125 sq metres,"13 Parkside Mews, Balgriffin, Dublin, Ireland",53.4063878,-6.1662688,Dublin City
2016,,288539.64,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Parkside Mews, Balgriffin, Dublin, Ireland",53.4063878,-6.1662688,Dublin City
2016,,370000,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,356828.19,greater than or equal to 38 sq metres and less than 125 sq metres,"Traverslea Woods, Glenageary Rd Lower, Glenageary, Dublin, Ireland",53.2844835,-6.1305442,Dn Laoghaire-Rathdown
2016,,262567,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,259867,greater than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,1283185.83,greater than or equal to 38 sq metres and less than 125 sq metres,"Thormanby Court, Thormanby Rd, Howth, Dublin, Ireland",53.3830386,-6.0601078,Fingal
2016,,339207.4,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Usher Ln, Brackenstown, Co. Dublin, Ireland",53.4545778,-6.2643492,Fingal
2016,Dublin 16,506607.93,greater than 125 sq metres,"Grange Manor, Harold's Grange Rd, Rathfarnham, Dublin 16, Ireland",53.2681228,-6.2595665,Dn Laoghaire-Rathdown
2016,Dublin 11,211929,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Heathfield Crescent, Cappagh Rd, Kildonan, Dublin 11, D11 W2V4, Ireland",53.3951111,-6.321667,Fingal
2016,Dublin 9,414096,greater than 125 sq metres,"15 Sion Hill Rd, Clontarf, Dublin 9, D09 R1X2, Ireland",53.3754921,-6.2406403,Dublin City
2016,Dublin 15,246696,greater than 125 sq metres,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",53.372572,-6.3770713,Fingal
2016,Dublin 15,245656,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Barnwell Cres, Hansfield, Dublin 15, D15 VR44, Ireland",53.3917624,-6.4409915,Fingal
2016,Dublin 20,191000,greater than or equal to 38 sq metres and less than 125 sq metres,"2, 16 St Edmunds Park, Lucan, Co. Dublin, Ireland",53.3552187,-6.4068049,South Dublin
2016,Dublin 18,405000,less than 38 sq metres,"Atkinson Dr, Sandyford, Dublin, Co. Dublin, Ireland",53.2648349,-6.221939,Dn Laoghaire-Rathdown
2016,Dublin 18,230000,greater than or equal to 38 sq metres and less than 125 sq metres,"Glenamuck Rd, Kilternan, Co. Dun Laoghaire-Rathdown, DUBLIN 18, Ireland",53.24995,-6.179252,Dn Laoghaire-Rathdown
2016,,352422,greater than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,Dublin 18,356828,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,Dublin 18,462555,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,,308370.04,greater than or equal to 38 sq metres and less than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,,308370.04,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Broadfield Ave, Tootenhill, Rathcoole, Co. Dublin, D24 W562, Ireland",53.277943,-6.4827756,South Dublin
2016,Dublin 16,339207.04,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Dalriada Ave, Ballycullen, Dublin 16, D16 KC04, Ireland",53.2717002,-6.3258786,South Dublin
2016,Dublin 16,306404,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Dalriada Ave, Ballycullen, Dublin 16, D16 KC04, Ireland",53.2717002,-6.3258786,South Dublin
2016,,475771,greater than or equal to 38 sq metres and less than 125 sq metres,"19 Berkeley St, Inns Quay, Dublin 7, Ireland",53.3569697,-6.2682347,Dublin City
2016,Dublin 15,405000,greater than or equal to 38 sq metres and less than 125 sq metres,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",53.3702678,-6.3842596,Fingal
2016,Dublin 15,361233.48,greater than 125 sq metres,"16 Luttrellstown Heath, Diswellstown, Dublin, Ireland",53.3693696,-6.3963408,Fingal
2016,,451291.51,greater than 125 sq metres,"Porterstown, Castleknock Golf Club, Co. Dublin, Ireland",53.3670659,-6.3855459,Fingal
2016,Dublin 24,330396,greater than or equal to 125 sq metres,"Oldcourt Rd, Oldcourt, Dublin, Ireland",53.2700459,-6.3415907,South Dublin
2016,Dublin 16,506607.92,greater than or equal to 125 sq metres,"Grange Manor, Harold's Grange Rd, Rathfarnham, Dublin 16, Ireland",53.2681228,-6.2595665,Dn Laoghaire-Rathdown
2016,,199950,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Hampton St, Balbriggan, Co. Dublin, K32 PK40, Ireland",53.6073758,-6.1789637,Fingal
2016,,207600,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Heathfield Crescent, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 X6H3, Ireland",53.3952113,-6.3210648,Fingal
2016,Dublin 18,305000,greater than or equal to 125 sq metres,"Apartment 34, Larkspur Hall, Levmoss Park, The Gallops, Dublin 18, Ireland",53.2636894,-6.1978649,Dn Laoghaire-Rathdown
2016,,251057,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,Dublin 13,288540,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Parkside Mews, Donaghmede, Dublin, Ireland",53.4075626,-6.1678906,Dublin City
2016,Dublin 17,281930,greater than or equal to 38 sq metres and less than 125 sq metres,"4, Burnell Green, Malahide Rd, Northern Cross, Dublin 17, Ireland",53.405505,-6.179065,Dublin City
2016,Dublin 15,317180,greater than or equal to 38 sq metres and less than 125 sq metres,"Phelan Ave, Ashtown, Dublin, Ireland",53.3766161,-6.3166766,Dublin City
2016,Dublin 24,229075,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Silken Park Ln, Kingswood Cross, Dublin 22, D22 E0V8, Ireland",53.2964578,-6.4205472,South Dublin
2016,Dublin 9,414096.91,greater than or equal to 38 sq metres and less than 125 sq metres,"9 Sion Hill Rd, Grace Park, Dublin 9, Ireland",53.3766356,-6.2373836,Dublin City
2016,Dublin 15,286343,greater than or equal to 38 sq metres and less than 125 sq metres,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",53.372572,-6.3770713,Fingal
2016,,251057.26,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,519000,greater than or equal to 38 sq metres and less than 125 sq metres,"Hazelbrook Square, Whitehall Rd, Whitehall, Dublin 14, Ireland",53.2932792,-6.2670409,Dn Laoghaire-Rathdown
2016,,333025,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Usher Ln, Brackenstown, Co. Dublin, Ireland",53.4545778,-6.2643492,Fingal
2016,,185000,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Hampton St, Balbriggan, Co. Dublin, K32 PK40, Ireland",53.6073758,-6.1789637,Fingal
2016,Dublin 11,170000,greater than or equal to 38 sq metres and less than 125 sq metres,"11 Hampton Wood Rd, Hampton Wood, Dublin 11, Ireland",53.4051245,-6.2907777,Dublin City
2016,Dublin 5,170704.85,greater than or equal to 38 sq metres and less than 125 sq metres,"Timber Mills, Kilmore Rd, Beaumont, Dublin 5, Ireland",53.3835985,-6.2120839,Dublin City
2016,Dublin 15,207048,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 139, Meridian Court, Spindrift Ave, Royal Canal Park, Dublin 15, Ireland",53.37684,-6.3110887,Dublin City
2016,,436123,greater than 125 sq metres,"Atkinson Dr, Sandyford, Dublin, Co. Dublin, Ireland",53.2648349,-6.221939,Dn Laoghaire-Rathdown
2016,Dublin 18,348018,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,,365637,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,,352422.9,greater than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,,398230.07,greater than or equal to 38 sq metres and less than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,Dublin 15,647577,greater than or equal to 38 sq metres and less than 125 sq metres,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",53.372572,-6.3770713,Fingal
2016,Dublin 15,546256,greater than 125 sq metres,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",53.372572,-6.3770713,Fingal
2016,Dublin 15,387665,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Castleknock Ave, Blanchardstown, Dublin 15, D15 TY02, Ireland",53.3783349,-6.3730836,Fingal
2016,Dublin 15,488986,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Porterstown Rd, Diswellstown, Dublin, Ireland",53.3674328,-6.3908299,Fingal
2016,Dublin 15,431718.06,greater than or equal to 38 sq metres and less than 125 sq metres,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",53.3702678,-6.3842596,Fingal
2016,Dublin 4,1865000,greater than or equal to 38 sq metres and less than 125 sq metres,"Embassy Court, Prince of Wales Terrace, Dublin 4, Ireland",53.3265,-6.2228237,Dublin City
2016,Dublin 24,246696.04,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Deerpark Pl, Kiltipper, Dublin 24, Ireland",53.2692489,-6.3752745,South Dublin
2016,,302750,greater than or equal to 125 sq metres,"17 Fforster Dr, Ballydowd Manor, Lucan, Co. Dublin, K78 XC58, Ireland",53.3497511,-6.4260962,South Dublin
2016,,317180,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Swords Rd, Lissadel Wood, Yellow Walls, Malahide, Co. Dublin, K36 XW74, Ireland",53.4519871,-6.1886978,Fingal
2016,,203523.55,greater than or equal to 38 sq metres and less than 125 sq metres,"Rush, Skerries Road Rush, Rush, Co. Dublin, Ireland",53.5261485,-6.0912992,Fingal
2016,Dublin 16,528634.36,greater than 125 sq metres,"Grange Manor, Harold's Grange Rd, Rathfarnham, Dublin 16, Ireland",53.2681228,-6.2595665,Dn Laoghaire-Rathdown
2016,Dublin 11,215859.03,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Heathfield Crescent, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 X9W8, Ireland",53.3951724,-6.321615,Fingal
2016,,199950,greater than 125 sq metres,"17 Hampton Cove, Kilsough North, Balbriggan, Co. Dublin, K32 XF25, Ireland",53.6037881,-6.1675858,Fingal
2016,,210000,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Hampton Cove, Kilsough North, Balbriggan, Co. Dublin, K32 XF25, Ireland",53.6037881,-6.1675858,Fingal
2016,Dublin 11,207048,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Heathfield Crescent, Cappagh Rd, Kildonan, Dublin 11, D11 X9W8, Ireland",53.3951724,-6.321615,Fingal
2016,,253013,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Hollystown Park, Hollystown, Dublin 15, D15 XD57, Ireland",53.4347854,-6.3835003,Fingal
2016,Dublin 6,400881.05,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 17, Maple Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3120818,-6.2481127,Dublin City
2016,,308370.03,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Parkside Mews, Balgriffin, Dublin, Ireland",53.4063878,-6.1662688,Dublin City
2016,Dublin 17,277534,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Parkside Mews, Balgriffin, Dublin, Ireland",53.4063878,-6.1662688,Dublin City
2016,,308370,greater than 125 sq metres,"Royal Canal Park, Dublin, Co. Dublin, Ireland",53.3770924,-6.3179312,Dublin City
2016,Dublin 24,229070,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Silken Park Ave, Cheeverstown, Dublin, Ireland",53.2973517,-6.4179766,South Dublin
2016,Dublin 9,506607.92,greater than or equal to 125 sq metres,"9 Sion Hill Rd, Grace Park, Dublin 9, Ireland",53.3759107,-6.2376947,Dublin City
2016,Dublin 15,288986.78,greater than or equal to 38 sq metres and less than 125 sq metres,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",53.372572,-6.3770713,Fingal
2016,,577092,greater than 125 sq metres,"17 St Lawrence O'Toole Ave, Burrow, Portmarnock, Co. Dublin, Ireland",53.4224273,-6.1388762,Fingal
2016,,242246.69,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,339207.04,greater than or equal to 125 sq metres,"17 Usher Ln, Brackenstown, Co. Dublin, Ireland",53.4545778,-6.2643492,Fingal
2016,,259867.84,less than 38 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,191000,greater than or equal to 38 sq metres and less than 125 sq metres,"Santry Park, Santry Demesne, Dublin 9, Co. Dublin, Ireland",53.4022301,-6.2475885,Fingal
2016,,370264,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Árd Macha, Oldbawn, Dublin 24, D24 RFX3, Ireland",53.2771934,-6.3680145,South Dublin
2016,Dublin 20,191000,greater than or equal to 38 sq metres and less than 125 sq metres,"Ashley Hall St Edmunds, Lucan, Co. Dublin, Ireland",53.3550785,-6.4066349,South Dublin
2016,Dublin 13,246696.04,greater than or equal to 38 sq metres and less than 125 sq metres,"Belltree Avenue, Donaghmede, Dublin, Ireland",53.4065193,-6.1564006,Dublin City
2016,,313009,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,Dublin 18,454125,greater than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,,361234,greater than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,Dublin 16,339207.04,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Dalriada Ave, Ballycullen, Dublin 16, D16 NW58, Ireland",53.271736,-6.3260758,South Dublin
2016,Dublin 15,361233,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Luttrellstown Heath, Carpenterstown, Dublin 15, D15 F3FN, Ireland",53.3696004,-6.3963293,Fingal
2016,Dublin 15,559471,greater than or equal to 38 sq metres and less than 125 sq metres,"Porterstown, Castleknock Golf Club, Co. Dublin, Ireland",53.3670659,-6.3855459,Fingal
2016,,279295,greater than or equal to 38 sq metres and less than 125 sq metres,"Oldcourt Rd, Oldcourt, Dublin, Ireland",53.2700459,-6.3415907,South Dublin
2016,Dublin 15,432500,greater than or equal to 38 sq metres and less than 125 sq metres,"Castleknock Rd, Dublin, Ireland",53.3709359,-6.340657,Fingal
2016,Dublin 15,444934,greater than or equal to 38 sq metres and less than 125 sq metres,"Castleknock Rd, Dublin, Ireland",53.3709359,-6.340657,Fingal
2016,,242290.74,less than 38 sq metres,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",53.372572,-6.3770713,Fingal
2016,,317180.61,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Swords Rd, Lissadel Wood, Yellow Walls, Malahide, Co. Dublin, K36 EP83, Ireland",53.4519776,-6.1886291,Fingal
2016,,303965,greater than or equal to 125 sq metres,"18 Hollystown Park, Hollystown, Dublin 15, D15 H7V7, Ireland",53.4346708,-6.3835432,Fingal
2016,Dublin 11,195122,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Heathfield Crescent, Cappagh Rd, Kildonan, Dublin 11, D11 X7P3, Ireland",53.3952806,-6.3210049,Fingal
2016,Dublin 15,255506.61,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Hollystown Park, Hollystown, Dublin 15, D15 H7V7, Ireland",53.4346708,-6.3835432,Fingal
2016,,251057.27,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,278414,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 17, Maple Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3120818,-6.2481127,Dublin City
2016,,317180,greater than 125 sq metres,"Royal Canal Park, Dublin, Co. Dublin, Ireland",53.3770924,-6.3179312,Dublin City
2016,Dublin 9,511013.21,greater than 125 sq metres,"9 Sion Hill Rd, Grace Park, Dublin 9, Ireland",53.3766356,-6.2373836,Dublin City
2016,,268678,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,,557500,greater than or equal to 125 sq metres,"Victoria Terrace, Dalkey Ave, Glasthule, Dún Laoghaire, Co. Dublin, Ireland",53.292008,-6.1300182,Dn Laoghaire-Rathdown
2016,,257807.27,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2016,Dublin 18,205500,greater than or equal to 125 sq metres,"Apartment 15, Weavers Hall, Levmoss Park, The Gallops, Dublin 18, Ireland",53.263942,-6.1984187,Dn Laoghaire-Rathdown
2016,,350000,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Broadfield Ave, Tootenhill, Rathcoole, Co. Dublin, D24 EY15, Ireland",53.2780034,-6.4826811,South Dublin
2016,Dublin 16,321586,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Dalriada Ave, Ballycullen, Dublin 16, D16 NW58, Ireland",53.271736,-6.3260758,South Dublin
2016,Dublin 4,350000,greater than or equal to 38 sq metres and less than 125 sq metres,"Elm Park Service Station, 196 Merrion Rd, Dublin 4, D04 Y8V0, Ireland",53.3137958,-6.2074132,Dublin City
2016,Dublin 13,484581.5,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Castlemoyne, Balgriffin, Dublin 13, D13 YR94, Ireland",53.4094917,-6.1680811,Fingal
2016,Dublin 13,470930.63,greater than or equal to 125 sq metres,"13 Castlemoyne, Balgriffin, Dublin 13, D13 YR94, Ireland",53.4094917,-6.1680811,Fingal
2016,Dublin 5,173348,greater than or equal to 38 sq metres and less than 125 sq metres,"Timber Mills, Kilmore Rd, Beaumont, Dublin 5, Ireland",53.3835985,-6.2120839,Dublin City
2016,,299559.5,greater than or equal to 38 sq metres and less than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,,374449,greater than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2016,,299599,greater than or equal to 38 sq metres and less than 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2016,Dublin 15,255506,greater than or equal to 38 sq metres and less than 125 sq metres,"19 Castlegrange Ave, Castaheany, Dublin, Ireland",53.3993602,-6.4302408,Fingal
2016,,262115,greater than or equal to 38 sq metres and less than 125 sq metres,"19 Dalriada Ave, Ballycullen, Dublin 16, D16 AP11, Ireland",53.2717441,-6.3261257,South Dublin
